number,name,category,asterisk2,asterisk3,biggerlinks,smallerlinks,fronttext,backtext,frontimage,backimage
"42","INDUSTRIAL RIBBON","TOWNS","/100%","/80%","9, 13, 41","17, 41, 106, 122","Exaggerated zoning laws separate industry from the rest of urban life completely, and contribute to the plastic unreality of sheltered residential neighborhoods.","Place industry in ribbons, between 200 and 500 feet wide, which form the boundaries between communities. Break these ribbons into long blocks, varying in area between 1 and 25 acres; and treat the edge of every ribbon as a place where people from nearby communities can benefit from the offshoots of the industrial activity.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//42/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//42/back.gif"
"43","UNIVERSITY AS MARKETPLACE","TOWNS","/80%","/80%","18","31, 48, 59, 83, 95, 100","Concentrated, cloistered universities, with closed admission policies and rigid procedures which dictate who may teach a course, kill opportunities for learning.","Establish the university as a marketplace of higher education. As a social conception this means that the university is open to people of all ages, on a full-time, part-time, or course by course basis. Anyone can offer a class. Anyone can take a class. Physically, the university marketplace has a central crossroads where its main buildings and offices are, and the meeting rooms and labs ripple out from this crossroads - at first concentrated in small buildings along pedestrian streets and then gradually becoming more dispersed and mixed with the town.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//43/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//43/back.gif"
"44","LOCAL TOWN HALL","TOWNS","/100%","/80%","12","30, 45, 61, 81, 123","Local government of communities and local control by the inhabitants, will only happen if each community has its own physical town hall which forms the nucleus of its political activity.","To make the political control of local functions real, establish a small town hall for each community of 7000, and even for each neighborhood; locate it near the busiest intersection in the community. Give the building three parts: an arena for public discussion, public services around the arena, and space to rent out to ad hoc community projects.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//44/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//44/back.gif"
"45","NECKLACE OF COMMUNITY PROJECTS","TOWNS","/80%","/80%","43, 44, 47","69, 87, 122, 160, 165","The local town hall will not be an honest part of the community which lives around it, unIess it is itself surrounded by all kinds of small community activities and projects, generated by the people for themselves.","Allow the growth of shop-size spaces around the local town hall, and any other appropriate community building. Front these shops on a busy path, and lease them for a minimum rent to ad hoc community groups for political work, trial services, research, and advocate groups. No ideological restrictions.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//45/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//45/back.gif"
"46","MARKET OF MANY SHOPS","TOWNS","/100%","/100%","19, 32","87, 100, 101, 212, 244","It is natural and convenient to want a market where all the different foods and household goods you need can be bought under a single roof. But when the market has a single management, like a supermarket, the foods are bland, and there is no joy in going there.","Instead of modern supermarkets, establish frequent marketplaces, each one made up of many smaller shops which are autonomous and specialized (cheese, meat, grain, fruit, and so on). Build the structure of the market as a minimum, which provides no more than a roof, columns which define aisles, and basic services. Within this structure allow the different shops to create their own environment, according to their individual taste and needs.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//46/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//46/back.gif"
"47","HEALTH CENTER","TOWNS","/100%","/80%","26","48, 65, 71, 72, 73, 81, 157, 177","More than 90 per cent of the people walking about in an ordinary neighborhood are unhealthy, judged by simple biological criteria. This ill health cannot be cured by hospitals or medicine.","Gradually develop a network of small health centers, perhaps one per community of 7000, across the city; each equipped to treat everyday disease both mental and physical, in children and adults - but organized essentially around a functional emphasis on those recreational and educational activities which help keep people in good health, like swimming anc dancing.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//47/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//47/back.gif"
"48","HOUSING IN BETWEEN","TOWNS","/100%","/100%","13, 14, 15, 37, 41","37, 38, 79","Wherever there is a sharp separation between residential and nonresidential parts of town, the nonresidential areas will quickly turn to slums.","Build houses into the fabric of shops, small industry, schools, public services, universities all those parts of cities which draw people in during the day, but which tend to be ""nonresidential."" The houses may be in rows or ""hills"" with shops beneath, or they may be free-standing, so long as they mix with the other functions, and make the entire area ""lived-in.""","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//48/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//48/back.gif"
"49","LOOPED LOCAL ROADS","TOWNS","/100%","/100%","11, 14, 23, 37, 41","50, 51, 52, 103, 113","Nobody wants fast through traffic going by their homes.","Lay out local roads so that they form loops. A loop is defined as any stretch of road which makes it impossible for cars that don't have destinations on it to use it as a shortcut. Do not allow any one loop to serve more than 50 cars, and keep the road really narrow - 17 to 20 feet is quite enough.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//49/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//49/back.gif"
"5","LACE OF COUNTRY STREETS","TOWNS","/80%","/80%","3","7, 14, 37","The suburb is an obsolete and contradictory form of human settlement.","In the zone where city and country meet, place country roads at least a mile apart, so that they enclose squares of countryside and farmland at least one square mile in area. Build homesteads along these roads, one lot deep, on lots of at least half an acre, with the square mile of open countryside or farmland behind the houses.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//5/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//5/back.gif"
"50","T JUNCTIONS","TOWNS","/100%","/80%","23, 49","54","Traffic accidents are far more frequent where two roads cross than at T junctions.","Lay out the road system so that any two roads which meet at grade, meet in three-way T junctions as near 90 degrees as possible. Avoid four-way intersections and crossing movements.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//50/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//50/back.gif"
"51","GREEN STREETS","TOWNS","/100%","/100%","49, 50, 67","52, 67, 103, 170, 245, 247","There is too much hot hard asphalt in the world. A local road, which only gives access to buildings, needs a few stones for the wheels of the cars; nothing more. Most of it can still be green.","On local roads, closed to through traffic, plant grass all over the road and set occasional paving stones into the grass to form a surface for the wheels of those cars that need access to the street. Make no distinction between street and, sidewalk. Where houses open off the street, put in more paving stones or gravel to let cars turn onto their own land.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//51/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//51/back.gif"
"52","NETWORK OF PATHS AND CARS","TOWNS","/100%","/100%","23, 30, 31, 49, 51, 120","51, 54, 55, 120, 121","Cars are dangerous to pedestrians; yet activities occur just where cars and pedestrians meet.","Except where traffic densities are very high or very low, lay out pedestrian paths at right angles to roads, not along them, so that the paths gradually begin to form a second network, distinct from the road system, and orthogonal to it. This can be done quite gradually - even if you put in one path at a time, but always put them in the middle of the ""block,"" so that they run across the roads.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//52/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//52/back.gif"
"53","MAIN GATEWAYS","TOWNS","/100%","/100%","14, 37, 41, 95, 98","98, 110, 112","Any part of a town - large or small - which is to be identified by its inhabitants as a precinct of some kind, will be reinforced, helped in its distinctness, marked, and made more vivid, if the paths which enter it are marked by gateways where they cross the boundary.","Mark every boundary in the city which has important human meaning - the boundary of a building cluster, a neighborhood, a precinct - by great gateways where the major entering paths cross the boundary.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//53/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//53/back.gif"
"54","ROAD CROSSING","TOWNS","/80%","/80%","23, 52","55, 61, 92, 93, 103, 174, 244","Where paths cross roads, the cars have power to frighten and subdue the people walking, even when the people walking have the legal right-of-way.","At any point where a pedestrian path crosses a road that has enough traffic to create more than a two second delay to people crossing, make a ""knuckle"" at the crossing: narrow the road to the width of the through lanes only; continue the pedestrian path through the crossing about a foot above the roadway; put in islands between lanes; slope the road up toward the crossing (1 in 6 maximum); mark the path with a canopy or shelter to make it visible.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//54/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//54/back.gif"
"55","RAISED WALK","TOWNS","/100%","/80%","23, 52, 54","119, 125, 243","Where fast moving cars and pedestrians meet in cities, the cars overwhelm the pedestrians. The car is king, and people are made to feel small.","We conclude that any pedestrian path along a road carrying fast-moving cars should be about 18 inches above the road, with a low wall or railing, or balustrade along the edge, to mark the edge. Put the raised walk on only one side of the road - make it as wide as possible.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//55/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//55/back.gif"
"56","BIKE PATHS AND RACKS","TOWNS","/100%","/80%","11, 49, 52","59, 110, 119, 173","Bikes are cheap, healthy, and good for the environment; but the environment is not designed for them. Bikes on roads are threatened by cars; bikes on paths threaten pedestrians.","Build a system of paths designated as bike paths, with the following properties: the bike paths are marked clearly with a special, easily recognizable surface (for example, a red asphalt surface). As far as possible they run along local roads, or major pedestrian paths. Where a bike path runs along a local road, its surface may be, level with the road - if possible, on the sunny side; where a bike path runs along a pedestrian path, keep it separate from that path and a few inches below it. Bring the system of bike paths to within 100 feet of every building, and give every building a bike rack near its main entrance.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//56/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//56/back.gif"
"57","CHILDREN IN THE CITY","TOWNS","/80%","/80%","18, 23, 31, 49, 51, 52, 56","40, 41, 43, 68, 70, 72, 73, 74, 84, 85, 86, 164","If children are not able to explore the whole of the adult world round about them, they cannot become adults. But modern cities are so dangerous that children cannot be allowed to explore them freely.","As part of the network of bike paths, develop one system of paths that is extra safe---entirely separate from automobiles, with lights and bridges at the crossings, with homes and shops along it, so that there are always many eyes on the path. Let this path go through every neighborhood, so that children can get onto it without crossing a main road. And run the path all through the city, down pedestrian streets, through workshops, assembly plants, warehouses, interchanges, print houses, bakeries, all the interesting ""invisible"" life of a town - so that the children can roam freely on their bikes and trikes.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//57/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//57/back.gif"
"58","CARNIVAL","TOWNS","/80%","/80%","31, 33","61, 63, 69, 93, 100, 244","Just as an individual person dreams fantastic happenings to release the inner forces which cannot be encompassed by ordinary events, so too a city needs its dreams.","Set aside some part of the town as a carnival - mad side-shows, tournaments, acts, displays, competitions, dancing, music, street theater, clowns, transvestites, freak events, which allow people to reveal their madness; weave a wide pedestrian street through this area; run booths along the street, narrow alleys; at one end an outdoor theater; perhaps connect the theater stage directly to the carnival street, so the two spill into and feed one another.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//58/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//58/back.gif"
"59","QUIET BACKS","TOWNS","/100%","/80%","9, 40","60, 64, 71, 171, 173","Any one who has to work in noise, in offices with people all around, needs to be able to pause and refresh himself with quiet in a more natural situation.","Give the buildings in the busy parts of town a quiet ""back"" behind them and away from the noise. Build a walk along this quiet back, far enough from the building so that it gets full sunlight, but protected from noise by walls and distance and buildings. Make certain that the path is not a natural shortcut for busy foot traffic, and connect it up with other walks, to form a long ribbon of quiet alleyways which converge on the local pools and streams and the local greens.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//59/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//59/back.gif"
"6","COUNTRY TOWNS","TOWNS","/100%","/80%","2","7, 12, 26","The big city is a magnet. It is terribly hard for small towns to stay alive and healthy in the face of central urban growth.","Preserve country towns where they exist; and encourage the growth of new self-contained towns, with populations between 500 and 10,000, entirely surrounded by open countryside and at least 10 miles from neighboring towns. Make it the region's collective concern to give each town the wherewithal it needs to build a base of local industry, so that these towns are not dormitories for people who work in other places, but real towns - able to sustain the whole of life.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//6/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//6/back.gif"
"60","ACCESSIBLE GREEN","TOWNS","/100%","/100%","13, 14, 15, 41, 59","66, 70, 72, 74, 94, 106, 171, 173","People need green open places to go to; when they are close they use them. But if the greens are more than three minutes away, the distance overwhelms the need.","Build one open public green within three minutes' walk - about 750 feet - of every house and workplace. This means that the greens need to be uniformly scattered at 1500-f0ot intervals, throughout the city. Make the greens at least 150 feet across, and at least 60,000 square feet in area.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//60/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//60/back.gif"
"61","SMALL PUBLIC SQUARES","TOWNS","/100%","/100%","14, 30, 31, 41","106, 114, 122, 123, 124, 125, 126","A town needs public squares; they are the largest, most public rooms, that the town has. But when they are too large, they look and feel deserted.","Make a public square much smaller than you would at first imagine; usually no more than 45 to 60 feet across, never more than 70 feet across. This applies only to its width in the short direction. In the long direction it can certainly be longer.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//61/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//61/back.gif"
"62","HIGH PLACES","TOWNS","/100%","/80%","12, 21, 61, 66","61, 125, 134, 158","The instinct to climb up to some high place, from which you can look down and survey your world, seems to be a fundamental human instinct.","Build occasional high places as landmarks throughout the city. They can be a natural part of the topography, or towers, or part of the roofs of the highest local building but, in any case, they should include a physical climb.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//62/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//62/back.gif"
"63","DANCING IN THE STREETS","TOWNS","/100%","/80%","10, 31, 33, 58, 61","69, 93, 124, 244","Why is it that people don't dance in the streets today?","Along promenades, in squares and evening centers, make a slightly raised platform to form a bandstand, where street musicians and local bands can play. Cover it, and perhaps build in at ground level tiny stalls for refreshment. Surround the bandstand with paved surface for dancing -- no admission charge.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//63/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//63/back.gif"
"64","POOLS AND STREAMS","TOWNS","/100%","/80%","15, 24, 25, 59, 100","31, 66, 71, 119","We came from the water; our bodies are largely water; and water plays a fundamental role in our psychology. We need constant access to water, all around us; and we cannot have it without reverence for water in all its forms. But everywhere in cities water is out of reach.","Preserve natural pools and streams and allow them to run through the city; make paths for people to walk along them and footbridges to cross them. Let the streams form natural barriers in the city, with traffic crossing them only infrequently on bridges. Whenever possible, collect rainwater in open gutters and allow it to flow above ground, along pedestrian paths and in front of houses. In places without natural running water, create fountains in the streets.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//64/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//64/back.gif"
"65","BIRTH PLACES","TOWNS","/80%","/80%","12, 14, 26","95, 111, 129, 136, 139, 173","It seems unlikely that any process which treats childbirth as a sickness could possibly be a healthy part of a healthy society.","Build local birth places where women go to have their children: places that are specially tailored to childbirth as a natural, eventful moment - where the entire family comes for prenatal care and education; where fathers and midwives help during the hours of labor and birth.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//65/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//65/back.gif"
"66","HOLY GROUND","TOWNS","/100%","/80%","24, 26","53, 64, 134, 171","What is a church or temple? It is a place of worship, spirit, contemplation, of course. But above all, from a human point of view, it is a gateway. A person comes into the world through the church. He leaves it through the church. And, at each of the important thresholds of his life, he once again steps through the church.","In each community and neighborhood, identify some sacred site as consecrated ground, and form a series of nested precincts, each marked by a gateway, each one progressively more private, and more sacred than the last, the innermost a final sanctum that can only be reached by passing through all of the outer ones.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//66/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//66/back.gif"
"67","COMMON LAND","TOWNS","/100%","/100%","37, 38, 39, 41, 60","14, 51, 68, 69, 72, 105, 106, 177","Without common land no social system can survive.","Give over 25 per cent of the land in house clusters to common land which touches, or is very very near, the homes which share it. Basic: be wary of the automobile; on no account let it dominate this land.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//67/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//67/back.gif"
"68","CONNECTED PLAY","TOWNS","/100%","/80%","67","37, 50, 71, 73, 74, 86","If children don't play enough with other children during the first five years of life, there is a great chance that they will have some kind of mental illness later in their lives.","Lay out common land, paths, gardens, and bridges so that groups of at least 64 households are connected by a swath of land that does not cross traffic. Establish this land as the connected play space for the children in these households.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//68/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//68/back.gif"
"69","PUBLIC OUTDOOR ROOM","TOWNS","/100%","/100%","53, 60, 61, 67, 100, 120","115, 119, 121, 124, 125, 129, 160, 163, 240, 244","There are very few spots along the streets of modern towns and neighborhoods where people can hang out, comfortably, for hours at a time.","In every neighborhood and work community, make a piece of the common land into an outdoor room - a partly enclosed place, with some roof, columns, without walls, perhaps with a trellis; place it beside an important path and within view of many homes and workshops.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//69/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//69/back.gif"
"7","THE COUNTRYSIDE","TOWNS","/100%","/80%","2, 3, 4, 5, 6","37, 51","I conceive that land belongs for use to a vast family of which many are dead, few are living, and countless members are still unborn. - a Nigerian tribesman","Define all farms as parks, where the public has a right to be; and make all regional parks into working farms. Create stewardships among groups of people, families and cooperatives, with each stewardship responsible for one part of the countryside. The stewards are given a lease for the land, and they are free to tend the land and set ground rules for its use - as a small farm, a forest, marshland, desert, and so forth. The public is free to visit the land, hike there, picnic, explore, boat, so long as they conform to the ground rules. With such a setup, a farm near a city might have picnickers in its fields every day during the summer.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//7/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//7/back.gif"
"70","GRAVE SITES","TOWNS","/100%","/80%","14, 26, 66, 67","59, 171, 241","No people who turn their backs on death can be alive. The presence of the dead among the living will be a daily fact in any society which encourages its people to live.","Never build massive cemeteries. Instead, allocate pieces of land throughout the community as grave sites - corners of parks, sections of paths, gardens, beside gateways - where memorials to people who have died can be ritually placed with inscriptions and mementos which celebrate their life. Give each grave site an edge, a path, and a quiet corner where people can sit. By custom, this is hallowed ground.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//70/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//70/back.gif"
"71","STILL WATER","TOWNS","/100%","/80%","25, 37, 41, 47, 64, 67, 72","64, 69, 105, 174, 243","To be in touch with water, we must above all be able to swim; and to swim daily, the pools and ponds and holes for swimming must be so widely scattered through the city, that each person can reach one within minutes.","In every neighborhood, provide some still water - a pond, a pool - for swimming. Keep the pool open to the public at all times, but make the entrance to the pool only from the shallow side of the pool, and make the pool deepen gradually, starting from one or two inches deep.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//71/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//71/back.gif"
"72","LOCAL SPORTS","TOWNS","/100%","/80%","41, 47","71, 95, 101, 144, 165, 241, 243","The human body does not wear out with use. On the contrary, it wears down when it is not used.","Scatter places for team and individual sports through every work community and neighborhood: tennis, squash, table tennis, swimming, billiards, basketball, dancing, gymnasium ... and make the action visible to passers-by, as an invitation to participate.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//72/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//72/back.gif"
"73","ADVENTURE PLAYGROUND","TOWNS","/80%","/80%","67, 68","56, 161, 172, 173, 203, 243","A castle, made of cartons, rocks, and old branches, by a group of children for themselves, is worth a thousand perfectly detailed, exactly finished castles, made for them in a factory.","Set up a playground for the children in each neighborhood. Not a highly finished playground, with asphalt and swings, but a place with raw materials of all kinds - nets, boxes, barrels, trees, ropes, simple tools, frames, grass, and water - where children can create and re-create playgrounds of their own.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//73/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//73/back.gif"
"74","ANIMALS","TOWNS","/80%","/80%","51, 67, 67, 79","51, 60, 86, 178","Animals are as important a part of nature as the trees and grass and flowers. There is some evidence, in addition, which suggests that contact with animals may play a vital role in a child's emotional development.","Make legal provisions which allow people to keep any animals on their private lots or in private stables. Create a piece of fenced and protected common land, where animals are free to graze, with grass, trees, and water in it. Make at least one system of movement in the neighborhood which is entirely asphalt-free - where dung can fall freely without needing to be cleaned up.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//74/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//74/back.gif"
"75","THE FAMILY","TOWNS","/100%","/80%","26, 35, 37, 38, 39, 48","76, 77, 78, 79, 95, 129, 147","The nuclear family is not by itself a viable social form.","Set up processes which encourage groups of 8 to 12 people to come together and establish communal households. Morphologically, the important things are: 1. Private realms for the groups and individuals that make up the extended family: couple's realms, private rooms, sub-households for small families. 2. Common space for shared functions: cooking, working, gardening, child care. 3. At the important crossroads of the site, a place where the entire group can meet and sit together.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//75/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//75/back.gif"
"76","HOUSE FOR A SMALL FAMILY","TOWNS","/100%","/80%","37, 75","79, 129, 136, 137, 143","In a house for a small family, it is the relationship between children and adults which is most critical.","Give the house three distinct parts: a realm for parents, a realm for the children, and a common area. Conceive these three realms as roughly similar in size, with the commons the largest.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//76/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//76/back.gif"
"77","HOUSE FOR A COUPLE","TOWNS","/100%","/80%","37, 75","79, 136, 140","In a small household shared by two, the most important problem which arises is the possibility that each may have too little opportunity for solitude or privacy.","Conceive a house for a couple as being made up of two kinds of places - a shared couple's realm and individual private worlds. Imagine the shared realm as half-public and half-intimate; and the private worlds as entirely individual and private.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//77/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//77/back.gif"
"78","HOUSE FOR ONE PERSON","TOWNS","/100%","/80%","75, 76, 77","79, 139, 144, 154, 155, 180, 183, 188, 189","Once a household for one person is part of some larger group, the most critical problem which arises is the need for simplicity.","Conceive a house for one person as a place of the utmost simplicity: essentially a one-room cottage or studio, with large and small alcoves around it. When it is most intense, the entire house may be no more than 300 to 400 square feet.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//78/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//78/back.gif"
"79","YOUR OWN HOME","TOWNS","/100%","/100%","38, 39, 75, 76, 77, 78","95, 111","People cannot be genuinely comfortable and healthy in a house which is not theirs. All forms of rental - whether from private landlords or public housing agencies - work against the natural processes which allow people to form stable, self-healing communities.","Do everything possible to make the traditional forms of rental impossible, indeed, illegal. Give every household its own home, with space enough for a garden. Keep the emphasis in the definition of ownership on control, not on financial ownership. Indeed, where it is possible to construct forms of ownership which give people control over their houses and gardens, but make financial speculation impossible, choose these forms above all others. In all cases give people the legal power, and the physical opportunity to modify and repair their own places. Pay attention to this rule especially, in the case of high density apartments: build the apartments in such a way that every individual apartment has a garden, or a terrace where vegetables will grow, and that even in this situation, each family can build, and change, and add on to their house as they wish.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//79/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//79/back.gif"
"8","MOSAIC OF SUBCULTURES","TOWNS","/100%","/100%","3","4, 12, 13, 37","The homogeneous and undifferentiated character of modern cities kills all variety of life styles and arrests the growth of individual character.","Do everything possible to enrich the cultures and subcultures of the city, by breaking the city, as far as possible, into a vast mosaic of small and different subcultures, each with its own spatial territory, and each with the power to create its own distinct life style. Make sure that the subcultures are small enough, so that each person has access to the full variety of life styles in the subcultures near his own.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//8/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//8/back.gif"
"80","SELF-GOVERNING WORKSHOPS AND OFFICES","TOWNS","/100%","/100%","9, 41, 42","81, 82, 83, 95, 148","No one enjoys his work if he is a cog in a machine.","Encourage the formation of self-governing workshops and offices of 5 to 20 workers. Make each group autonomous - with respect to organization, style, relation to other groups, hiring and firing, work schedule. Where the work is complicated and requires larger organizations, several of these work groups can federate and cooperate to produce complex artifacts and services.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//80/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//80/back.gif"
"81","SMALL SERVICES WITHOUT RED TAPE","TOWNS","/100%","/80%","41, 43, 44, 47, 84","45, 82, 95, 101, 102, 146, 148","Departments and public services don't work if they are too large. When theyare large, their human qualities vanish; they become bureaucratic; red tape takes over.","In any institution whose departments provide public service: 1. Make each service or department autonomous as far as possible. 2. Allow no one service more than 12 staff members total. 3. House each one in an identifiable piece of the building. 4. Give each one direct access to a public thoroughfare.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//81/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//81/back.gif"
"82","OFFICE CONNECTIONS","TOWNS","/100%","/80%","41, 80, 81","21, 95, 100, 101, 102, 158","If two parts of an office are too far apart, people will not move between them as often as they need to; and if they are more than one floor apart, there will be almost no communication between the two.","To establish distances between departments, calculate the number of trips per day made between each two departments; get the ""nuisance distance"" from the graph above; then make sure that the physical distance between the two departments is less than the nuisance distance. Reckon one flight of stairs as about 100 feet, and two flights of stairs as about 300 feet.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//82/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//82/back.gif"
"83","MASTER AND APRENTICES","TOWNS","/100%","/80%","18, 18, 80","129, 147, 148, 151, 152, 183","The fundamental learning situation is one in which a person learns by helping someone who really knows what he is doing.","Arrange the work in every workgroup, industry, and office, in such a way that work and learning go forward hand in hand. Treat every piece of work as an opportunity for learning. To this end, organize work around a tradition of masters and apprentices: and support this form of social organization with a division of the workspace into spatial clusters - one for each master and his apprentices where they can work and meet together.","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//83/front.jpg","https://raw.githubusercontent.com/maxkrieger/pattern-language-cards/master/patterns//83/back.gif"
